sector,year,cloud_intensity_sim,cloud_intensity_sector_sim,pred_target_value_added
S,2030,42.84553782206252,33.07707398697237,59997.875
S94,2026,35.24913,27.212590627956345,44237.62109375
S94,2027,37.01158650000001,28.573220159354165,44237.62109375
S94,2028,38.86216582500001,30.001881167321876,43183.08203125
S94,2029,40.80527411625001,31.50197522568797,44851.27734375
S94,2030,42.84553782206252,33.07707398697237,52992.44921875
S95,2026,35.24913,27.212590627956345,21710.708984375
S95,2027,37.01158650000001,28.573220159354165,21710.708984375
S95,2028,38.86216582500001,30.001881167321876,20298.5625
S95,2029,40.80527411625001,31.50197522568797,21541.259765625
S95,2030,42.84553782206252,33.07707398697237,29682.431640625
S96,2026,35.24913,27.212590627956345,45742.9453125
S96,2027,37.01158650000001,28.573220159354165,45742.9453125
S96,2028,38.86216582500001,30.001881167321876,44140.5546875
S96,2029,40.80527411625001,31.50197522568797,45259.79296875
S96,2030,42.84553782206252,33.07707398697237,53400.96484375
T,2026,35.24913,27.212590627956345,14287.91796875
T,2027,37.01158650000001,28.573220159354165,14287.91796875
T,2028,38.86216582500001,30.001881167321876,14401.701171875
T,2029,40.80527411625001,31.50197522568797,15644.40234375
T,2030,42.84553782206252,33.07707398697237,23785.564453125
